Subject,Run,Trial,Onset,True_Class,Artifact,Theta_Baseline_R2,Theta_MI_R2,Theta_Change_R2,Alpha_Mu_Baseline_R2,Alpha_Mu_MI_R2,Alpha_Mu_Change_R2,Beta_Baseline_R2,Beta_MI_R2,Beta_Change_R2,Gamma_Baseline_R2,Gamma_MI_R2,Gamma_Change_R2
A01,3,23,44181,1,0,0.3420768478595942,0.2733329715528397,-0.0687438763067544,0.3072734461505361,0.4892915110335593,0.1820180648830231,0.1401969210118593,0.1355167809952959,-0.0046801400165634,0.2172397177739164,0.1641465824022984,-0.0530931353716179
A01,3,24,46212,1,0,0.2731938308077048,0.3912066440737469,0.118012813266042,0.3564985502699799,0.4833098103790743,0.1268112601090943,0.137476796554249,0.1406614026827403,0.0031846061284912,0.1769379449682657,0.2662103904996215,0.0892724455313558
A01,3,25,48165,3,0,0.123586521374955,0.2046533572082024,0.0810668358332473,0.2534189363126246,0.4766563111469929,0.2232373748343682,0.249543370010584,0.3781291623221942,0.1285857923116101,0.1144377620868631,0.2039359055214942,0.089498143434631
A01,3,26,50126,4,0,0.1104779671271038,0.4857181293506534,0.3752401622235496,0.278763485779072,0.4178708825736133,0.1391073967945413,0.1933237918763603,0.2440866682102556,0.0507628763338953,0.2944859560012006,0.2812361343620041,-0.0132498216391965
A01,3,27,52230,1,0,0.3299035305132629,0.1594042822604144,-0.1704992482528484,0.2707419526279808,0.6255948303908573,0.3548528777628764,0.1135544407564355,0.2693881002007737,0.1558336594443381,0.229565901334842,0.3126440673501234,0.0830781660152813
A01,3,28,54234,3,0,0.3391164617271353,0.1847714714648914,-0.1543449902622439,0.395512507927488,0.3732976510440858,-0.0222148568834021,0.2423699574715626,0.229992403347435,-0.0123775541241276,0.1384215147633458,0.4175702632145648,0.279148748451219
A01,3,29,56209,3,0,0.1914856717165957,0.2745417248487038,0.0830560531321081,0.3015118736292292,0.2611391692678718,-0.0403727043613574,0.2313628257397653,0.1971417190282363,-0.034221106711529,0.1789877439603387,0.2947485804083518,0.115760836448013
A01,3,30,58235,3,0,0.2786403253795905,0.337567686154521,0.0589273607749304,0.2897809938792491,0.1873547332327245,-0.1024262606465246,0.2095311014043106,0.3596178612434447,0.150086759839134,0.3331004394637461,0.2362781882065508,-0.0968222512571952
A01,3,31,60306,1,0,0.1052412102603471,0.5103640874759156,0.4051228772155684,0.2241812618257784,0.4911743302090018,0.2669930683832234,0.2231377759745534,0.3181653885528052,0.0950276125782517,0.1744267605489202,0.3442005389973569,0.1697737784484367
A01,3,32,62413,2,0,0.3119427270899476,0.1155634930050948,-0.1963792340848528,0.6921257777131943,0.5678100042918105,-0.1243157734213837,0.1990285444276577,0.3394167785837564,0.1403882341560986,0.2552338749420245,0.19049761507998,-0.0647362598620444
A01,3,33,64505,1,0,0.3169907096828642,0.4262790016963684,0.1092882920135041,0.5650449908842748,0.3641016126248204,-0.2009433782594544,0.2573905671132884,0.2470659231126909,-0.0103246440005975,0.3480113708838516,0.2257825785143273,-0.1222287923695243
A01,3,35,68639,2,0,0.2931158840093212,0.1637644388939179,-0.1293514451154032,0.4152605715910382,0.3734742367177191,-0.041786334873319,0.2156259396064319,0.2886301130052695,0.0730041733988375,0.2840344919313516,0.1593981630221636,-0.124636328909188
A01,3,36,70703,1,0,0.3494818192630631,0.4875449107359551,0.1380630914728919,0.2486018574385564,0.5009310161913457,0.2523291587527893,0.2007139462114991,0.304333616827829,0.1036196706163299,0.1531803738190625,0.2523659237908383,0.0991855499717757
A01,3,37,72723,2,0,0.3255041697479358,0.1649474684502801,-0.1605567012976556,0.3981034496341137,0.5763735938284843,0.1782701441943706,0.2655904326563652,0.2939750981634654,0.0283846655071001,0.1754016155724375,0.359986567256735,0.1845849516842974
A01,3,38,74695,3,0,0.2464405133500839,0.3863829474479424,0.1399424340978585,0.4151714005678676,0.2952231440992444,-0.1199482564686231,0.2217860740430022,0.215504149409891,-0.0062819246331112,0.226077489397136,0.4250221932830741,0.198944703885938
A01,3,39,76658,2,0,0.6917785239687845,0.3168367082721831,-0.3749418156966014,0.2401512368889472,0.3910054960940518,0.1508542592051045,0.1605441450761034,0.2855263013241445,0.1249821562480411,0.2739854182008475,0.2511246243219545,-0.022860793878893
A01,3,40,78583,3,0,0.1280338733312758,0.4992343664050495,0.3712004930737737,0.3312693002539139,0.3374793221340812,0.0062100218801672,0.3853625540985306,0.089116591299457,-0.2962459627990736,0.3675247192632644,0.0742670878089898,-0.2932576314542746
A01,3,41,80664,3,0,0.4356436477081498,0.3325568245352309,-0.1030868231729189,0.1929579766630737,0.4335894493280388,0.240631472664965,0.1527588667435666,0.2400421355287348,0.0872832687851681,0.3217590817869579,0.2014353988890733,-0.1203236828978845
A01,3,42,82642,4,0,0.1962435763182815,0.3037952263885888,0.1075516500703072,0.3676758292329885,0.1677434010385871,-0.1999324281944013,0.1217739212122182,0.2519107373063168,0.1301368160940985,0.2441972219304377,0.1864787172641511,-0.0577185046662866
A01,3,43,84632,3,0,0.1673944701826223,0.5159619678268892,0.3485674976442668,0.3100558785917623,0.3907286908638146,0.0806728122720523,0.1699193449683165,0.2785777419031384,0.1086583969348219,0.3258856148797532,0.245439801747084,-0.0804458131326691
A01,3,44,86751,3,0,0.6487804383565109,0.3852263269715131,-0.2635541113849977,0.300306958321836,0.2481733287717962,-0.0521336295500398,0.2915835198814631,0.2355230310353684,-0.0560604888460946,0.1270477904555607,0.2079982291636666,0.0809504387081059
A01,3,45,88657,4,0,0.2079165446756183,0.218689400974579,0.0107728562989607,0.5431807039209644,0.3287254461539823,-0.2144552577669821,0.2758033819168331,0.1754802396135316,-0.1003231423033015,0.2498124301848332,0.1020938075353586,-0.1477186226494745
A01,3,46,90585,4,0,0.3391242053566681,0.2635536516963538,-0.0755705536603143,0.6220093235792018,0.3584430676637967,-0.263566255915405,0.1778446054924885,0.2196276799372545,0.041783074444766,0.2794289225860324,0.2246022330471784,-0.054826689538854
A01,3,47,92699,4,0,0.5472740425853911,0.2422072791211289,-0.3050667634642622,0.2148574541162422,0.5530620822878474,0.3382046281716051,0.1169833423261309,0.3633150483220984,0.2463317059959674,0.2599353158272701,0.1763250893738382,-0.0836102264534319
A01,3,48,94758,4,0,0.0987873139034734,0.2603098573254585,0.161522543421985,0.2939535245486732,0.3649254155727408,0.0709718910240675,0.3576713695984978,0.2744646695591409,-0.0832067000393569,0.343368545463997,0.2900952061062118,-0.0532733393577852
A01,4,1,251,4,0,0.8083289259533325,0.1240867155969524,-0.6842422103563801,0.7456047272161553,0.4547834782473935,-0.2908212489687618,0.4153162390469196,0.2069479387432381,-0.2083683003036815,0.6867790767506181,0.5697588898764562,-0.1170201868741619
A01,4,2,2254,3,0,0.5500909810784936,0.2914273838040556,-0.258663597274438,0.4082791405922761,0.2217493369037415,-0.1865298036885346,0.2563131176165429,0.3960080180703027,0.1396949004537598,0.260277765493276,0.5125964781308072,0.2523187126375312
A01,4,3,4172,2,0,0.1361980646344766,0.1756624653487347,0.039464400714258,0.1951129466166524,0.477789793829422,0.2826768472127696,0.3834585722906093,0.3276017426786159,-0.0558568296119933,0.6985741505252518,0.4530749867138091,-0.2454991638114427
A01,4,4,6124,1,0,0.5143657630109285,0.3421299483866809,-0.1722358146242475,0.254193152648363,0.3730744194390493,0.1188812667906863,0.3781696403146538,0.2842522098253191,-0.0939174304893346,0.4004934296087437,0.2657862278895337,-0.1347072017192099
A01,4,5,8132,1,0,0.2948110677722723,0.1706080963140074,-0.1242029714582648,0.2698245054616736,0.2163228055769028,-0.0535016998847707,0.1837101374258885,0.2817773753432227,0.0980672379173341,0.1824785018684118,0.2653770689951411,0.0828985671267292
A01,4,6,10243,2,0,0.448240967257622,0.2986011327626677,-0.1496398344949543,0.1292479119263068,0.6266279413359614,0.4973800294096546,0.3025059251060133,0.1843068856875105,-0.1181990394185027,0.3848945370375508,0.2621578219789649,-0.1227367150585859
A01,4,8,14210,4,0,0.418401074443695,0.084327982270625,-0.3340730921730699,0.3012803735604869,0.5537947728649376,0.2525143993044507,0.299534323596442,0.5372187837840349,0.2376844601875928,0.5771522095607707,0.5862217523084892,0.0090695427477184
A01,4,9,16141,2,0,0.39637884082509,0.3601210223097685,-0.0362578185153214,0.2415992310716566,0.3503657624361599,0.1087665313645032,0.3769567554197849,0.4013764181585245,0.0244196627387396,0.5922572467792689,0.5765298434598484,-0.0157274033194205
A01,4,10,18139,3,0,0.160086372076355,0.4131257869480287,0.2530394148716737,0.6608449230821327,0.376512817721587,-0.2843321053605457,0.3949184391766281,0.3104593267880249,-0.0844591123886032,0.3076779175984528,0.4638441224890973,0.1561662048906445
A01,4,11,20045,1,0,0.1077824141834447,0.1409863509621405,0.0332039367786957,0.38543725850445,0.544686003481577,0.159248744977127,0.2449171045662276,0.3654016296215528,0.1204845250553252,0.4830213898497343,0.4302229315114527,-0.0527984583382816
A01,4,12,21940,1,0,0.0983716778548306,0.3567725795631456,0.2584009017083149,0.3743797382320356,0.3053134093775103,-0.0690663288545252,0.1897888371461718,0.4574496769940456,0.2676608398478738,0.2857352810516939,0.4312038673711006,0.1454685863194067
A01,4,13,23912,1,0,0.546741081023269,0.3294993381096168,-0.2172417429136521,0.2305107256281837,0.4623769898253482,0.2318662641971645,0.2723194724069797,0.2960038547398858,0.023684382332906,0.62823295256601,0.5092102826174689,-0.119022669948541
A01,4,14,25856,4,0,0.3088819558585213,0.3877510365815181,0.0788690807229968,0.579727252726583,0.4194169521519377,-0.1603103005746453,0.1828508279030449,0.390422474835065,0.2075716469320201,0.2071079231530487,0.539730350080314,0.3326224269272652
A01,4,15,27823,2,0,0.2746095251767103,0.2581557187857579,-0.0164538063909524,0.4801026122826552,0.1417695988761994,-0.3383330134064558,0.3478016364300117,0.2587076122358098,-0.0890940241942019,0.2643763537910475,0.5905234295218529,0.3261470757308053
A01,4,16,29943,2,0,0.317337702799047,0.1799841700773543,-0.1373535327216927,0.4993423979709223,0.2315130210730494,-0.2678293768978729,0.2989045469539335,0.3474715000078175,0.048566953053884,0.5658989402793192,0.4826678708018663,-0.0832310694774528
A01,4,17,31951,1,0,0.4220974574791026,0.2043833231722867,-0.2177141343068159,0.2663002090521651,0.4002245542494931,0.133924345197328,0.3608294505974845,0.434105563420108,0.0732761128226235,0.2509083493293608,0.6224700296550043,0.3715616803256435
A01,4,18,34017,1,0,0.2656859507564645,0.3672304973858654,0.1015445466294008,0.2565081961795764,0.6260472987839713,0.3695391026043949,0.3892426163439709,0.5316526652429093,0.1424100488989384,0.2490493497586368,0.6290176902086039,0.3799683404499671
A01,4,19,36053,3,0,0.2077508282026037,0.4781079198367868,0.2703570916341831,0.2568316884632758,0.1679422057299181,-0.0888894827333576,0.1909139052718485,0.2403753500173693,0.0494614447455207,0.1017211128779505,0.4156522874017256,0.3139311745237751
A01,4,20,38119,1,0,0.3150890075613178,0.0710362274534411,-0.2440527801078766,0.2644630049963584,0.6847532817385773,0.4202902767422189,0.4183043031185176,0.3393366202040728,-0.0789676829144447,0.5943197180661505,0.4575457226526743,-0.1367739954134761
A01,4,22,42269,4,0,0.2850571799798352,0.4771222081035812,0.1920650281237459,0.3325306409784013,0.3999950345032431,0.0674643935248418,0.2104379727373785,0.2740570991650241,0.0636191264276456,0.2661824949567646,0.288374777591309,0.0221922826345443
A01,4,23,44181,4,0,0.4181213421610136,0.3624194558690793,-0.0557018862919343,0.3641751628828785,0.5066736140538226,0.1424984511709441,0.269700083635931,0.31317741453678,0.0434773309008489,0.1446343259908094,0.2419762378421491,0.0973419118513397
A01,4,24,46212,3,0,0.3543086157436473,0.1541048721264294,-0.2002037436172179,0.4660138295948939,0.2400233872928637,-0.2259904423020301,0.3332928980204553,0.279928415546168,-0.0533644824742873,0.3725363272685653,0.431112313737951,0.0585759864693856
A01,4,25,48165,1,0,0.4684698289467711,0.2675944235014834,-0.2008754054452877,0.226731438474481,0.4326919756811627,0.2059605372066817,0.3090194640336893,0.3606081527564798,0.0515886887227904,0.3657261149159428,0.3641236890548556,-0.0016024258610871
A01,4,26,50126,4,0,0.0916636052350176,0.3947817892003459,0.3031181839653283,0.4126201129398798,0.5736617730319871,0.1610416600921072,0.1972297728232048,0.3848477213750521,0.1876179485518472,0.2079068586843913,0.5070886489383365,0.2991817902539452
A01,4,27,52230,4,0,0.4205267085175173,0.3933373947900206,-0.0271893137274967,0.4906378645676592,0.5567154802715464,0.0660776157038871,0.4057632811381694,0.3437108031375314,-0.062052478000638,0.3253058068088538,0.3981494793841615,0.0728436725753076
A01,4,28,54234,2,0,0.1199612166176503,0.3773265302941975,0.2573653136765472,0.418651702822795,0.4874725575233206,0.0688208547005255,0.2308051676202108,0.2484283882127,0.0176232205924892,0.2321784119069514,0.1932176028130136,-0.0389608090939377
A01,4,29,56209,4,0,0.2976419599363685,0.5596834071181158,0.2620414471817473,0.4496669570613549,0.3152265664596799,-0.1344403906016749,0.0570890919605625,0.3609060717471085,0.303816979786546,0.2667404192278143,0.3251657978320617,0.0584253786042474
A01,4,30,58235,4,0,0.0738027557589285,0.2091661624127573,0.1353634066538288,0.4471710477425862,0.4395365014775317,-0.0076345462650544,0.2974694919935612,0.2679068637120027,-0.0295626282815585,0.3113514414331771,0.469604429592613,0.1582529881594358
A01,4,31,60306,2,0,0.3926441287344257,0.2313339304887013,-0.1613101982457243,0.1508157583908094,0.4998157102859945,0.348999951895185,0.3874402464060388,0.2633340002109511,-0.1241062461950877,0.2806145567236057,0.5114282181986336,0.2308136614750278
A01,4,32,62413,1,0,0.3938270717697197,0.3501229138752683,-0.0437041578944514,0.4866560127946196,0.473595549865109,-0.0130604629295105,0.1711202116881252,0.2157158084529641,0.0445955967648389,0.2365132246070617,0.3545332848374529,0.1180200602303911
A01,4,33,64505,2,0,0.5194185939921192,0.3493013819902257,-0.1701172120018934,0.1868839313430673,0.3851050848614935,0.1982211535184261,0.1827761715948372,0.2100156648129279,0.0272394932180907,0.5085801068228712,0.2556230644673186,-0.2529570423555526
A01,4,34,66596,3,0,0.2370131224557711,0.2542681130426764,0.0172549905869053,0.2828816210353275,0.2451271121602231,-0.0377545088751043,0.2593597458991979,0.2029221744302179,-0.0564375714689799,0.2119280077616853,0.3288738661114066,0.1169458583497212
A01,4,35,68639,3,0,0.3927829902329702,0.2478753238390298,-0.1449076663939403,0.4057242668376082,0.3710016917380646,-0.0347225750995435,0.2837775703148448,0.3427255783396555,0.0589480080248106,0.4173464958229499,0.2868417372334663,-0.1305047585894835
A01,4,36,70703,3,0,0.3854743916947921,0.3259826063706734,-0.0594917853241186,0.2256175907475949,0.3400238921753565,0.1144063014277615,0.2501166748636073,0.065099104454585,-0.1850175704090222,0.4023082530514422,0.3326975384051299,-0.0696107146463123
A01,4,37,72723,4,0,0.3251389516279017,0.253723399685085,-0.0714155519428167,0.4792982636448224,0.4618073233115361,-0.0174909403332862,0.2817094445870445,0.1672259629941642,-0.1144834815928802,0.2451488864359362,0.3030896812280751,0.0579407947921389
A01,4,38,74695,3,0,0.2111856584435952,0.2241577780764641,0.0129721196328689,0.6710331975324676,0.3825614703481439,-0.2884717271843237,0.2420765941820739,0.2434723966931566,0.0013958025110826,0.1647812023158653,0.2348295579535111,0.0700483556376458
A01,4,39,76658,1,0,0.4799059569758913,0.3887605872142571,-0.0911453697616341,0.4672120845109279,0.4757605249031691,0.0085484403922412,0.2342794697318453,0.2729136318473933,0.038634162115548,0.5584154894044027,0.2002132161669448,-0.3582022732374578
A01,4,40,78583,4,0,0.2169025544157885,0.2143386071108374,-0.0025639473049511,0.5119428584042567,0.4142354239933813,-0.0977074344108753,0.1845186596391769,0.1320000505448742,-0.0525186090943027,0.3360156197769014,0.259704750817251,-0.0763108689596503
A01,4,41,80664,2,0,0.1032694384140982,0.3546486716746831,0.251379233260585,0.3546141743953291,0.2336708669369504,-0.1209433074583787,0.3488347931956699,0.2142157627505682,-0.1346190304451017,0.286395553581193,0.4070377078329567,0.1206421542517636
A01,4,42,82642,3,0,0.5012659712780663,0.6236149816222506,0.1223490103441843,0.3544105100603153,0.3615614500952518,0.0071509400349365,0.2285363160734065,0.2948655314959582,0.0663292154225516,0.3135727268956528,0.2796221393726671,-0.0339505875229856
A01,4,43,84632,2,0,0.1513122935556043,0.1648747594999312,0.0135624659443269,0.2547444737837376,0.3533720399829017,0.098627566199164,0.2914918260978297,0.2709850146382418,-0.0205068114595879,0.1576422451522871,0.4209081625637787,0.2632659174114916
A01,4,44,86751,3,0,0.6279271746264501,0.2579889939354216,-0.3699381806910285,0.4473656527395536,0.3357994314504706,-0.111566221289083,0.1856493865407671,0.1875670975922416,0.0019177110514745,0.4158812681017896,0.2689949380895056,-0.146886330012284
A01,4,45,88657,4,0,0.1233176703449443,0.1848017298364221,0.0614840594914778,0.289263160783665,0.381654074554982,0.0923909137713169,0.2238411411832427,0.2128513736102368,-0.0109897675730059,0.363435404958585,0.3192740134415145,-0.0441613915170704
A01,4,46,90585,2,0,0.1407923331606013,0.3726704793325154,0.231878146171914,0.3494272396517552,0.4897377763618878,0.1403105367101325,0.290128841063123,0.3865097014660773,0.0963808604029543,0.1239804260252589,0.3027362294289493,0.1787558034036904
A01,4,47,92699,3,0,0.57744349710301,0.1462371086249749,-0.431206388478035,0.4613011819586919,0.4095546850267135,-0.0517464969319783,0.206406718869284,0.2036006206139929,-0.0028060982552911,0.4141081033758254,0.2146112280721898,-0.1994968753036356
A01,4,48,94758,1,0,0.1037329167969478,0.3550990074148861,0.2513660906179383,0.2987209967245032,0.1380027732362726,-0.1607182234882306,0.1083586230725011,0.2175244997216081,0.109165876649107,0.1978475871038643,0.2342418219773253,0.0363942348734609
A01,5,1,251,1,0,0.2249663093135776,0.3408682906219599,0.1159019813083823,0.4156315106708314,0.3722261961473875,-0.0434053145234438,0.4212361214513284,0.3939969265974317,-0.0272391948538966,0.3086247139686465,0.4273218416462195,0.118697127677573
A01,5,2,2254,1,0,0.3479213273211788,0.33109317513132,-0.0168281521898587,0.4505494021199503,0.3130069382224776,-0.1375424638974727,0.2377855565505651,0.2530184539879416,0.0152328974373764,0.2723593581173731,0.367413126221617,0.0950537681042439
A01,5,3,4172,4,0,0.5667331161821264,0.2114373807419127,-0.3552957354402136,0.2759733554921629,0.3824778492995846,0.1065044938074217,0.2448442725112351,0.243813999794356,-0.001030272716879,0.4429519095331401,0.4126318988259237,-0.0303200107072164
A01,5,4,6124,2,0,0.2017953705185333,0.141214380565159,-0.0605809899533742,0.3090824811845168,0.4692161888612463,0.1601337076767294,0.1219105781795704,0.1738434399732785,0.051932861793708,0.0740807988093804,0.3013442334099626,0.2272634346005821
A01,5,5,8132,1,0,0.505383907168667,0.3718541873828232,-0.1335297197858437,0.2504134535295048,0.4519815168136718,0.201568063284167,0.1655648646355221,0.2738602017028836,0.1082953370673615,0.3648966279507873,0.2578468753051898,-0.1070497526455975
A01,5,6,10243,3,0,0.664066096190694,0.5615633947822803,-0.1025027014084136,0.5095056405693978,0.3640709344884368,-0.145434706080961,0.1660434736098162,0.219418513815897,0.0533750402060808,0.1731776177796376,0.2885239606394286,0.1153463428597909
A01,5,7,12160,1,0,0.3400186404846855,0.4376139420963248,0.0975953016116393,0.192325983295497,0.4087645502738119,0.2164385669783149,0.2467429258943902,0.2300636437301374,-0.0166792821642528,0.1233788441199181,0.1192908132786872,-0.0040880308412309
A01,5,8,14210,3,0,0.369393920976844,0.4560922317243739,0.0866983107475298,0.4679322475765168,0.0733501555587614,-0.3945820920177553,0.3393053564933636,0.2661874583816683,-0.0731178981116953,0.1910383073284178,0.2228438673398252,0.0318055600114074
A01,5,9,16141,2,0,0.3525309783999084,0.3802746052784084,0.0277436268785,0.3614912941059723,0.4631703460379654,0.101679051931993,0.3153517668860632,0.3848150505560314,0.0694632836699682,0.087223371606079,0.2826257586575355,0.1954023870514565
A01,5,10,18139,4,0,0.3283306267908338,0.1688435357175531,-0.1594870910732806,0.4638922465765619,0.2838108476732198,-0.1800813989033421,0.2570600258077193,0.1631020943782597,-0.0939579314294596,0.1528173701591455,0.2060512237151296,0.0532338535559841
A01,5,11,20045,1,0,0.4291386546075482,0.4256143080762101,-0.003524346531338,0.1709194879233024,0.3392105563299822,0.1682910684066798,0.1844468031976713,0.3591086702498978,0.1746618670522264,0.2902967670517714,0.4800242315892264,0.189727464537455
A01,5,12,21940,3,0,0.2544391048555399,0.282440367224506,0.0280012623689661,0.2959275834005362,0.2705067527340174,-0.0254208306665187,0.2073614570911601,0.255390728473805,0.0480292713826449,0.115283771071942,0.3788668521578224,0.2635830810858804
A01,5,13,23912,3,0,0.5311784237379775,0.2008413739788994,-0.330337049759078,0.394364161897815,0.4791533195142402,0.0847891576164251,0.2921553028692735,0.27481008912623,-0.0173452137430435,0.0538534790110468,0.4283571905305932,0.3745037115195463
A01,5,14,25856,1,0,0.4095530997563257,0.3474608727202452,-0.0620922270360804,0.3132291258676735,0.4112337834891644,0.0980046576214908,0.2503380404302818,0.2336201337880135,-0.0167179066422682,0.1466519571163969,0.2148004307598677,0.0681484736434707
A01,5,15,27823,3,0,0.4235439870488581,0.2852396367920065,-0.1383043502568516,0.5613384108803988,0.275366555064177,-0.2859718558162218,0.224214012448012,0.1561668517991034,-0.0680471606489086,0.2715732285389661,0.3024079485777299,0.0308347200387638
A01,5,16,29943,2,0,0.3261881998803359,0.4456224405316264,0.1194342406512904,0.1680708745382005,0.3946970435195379,0.2266261689813374,0.1257322860114318,0.2837982542193482,0.1580659682079163,0.3303102297406931,0.2475589748020816,-0.0827512549386114
A01,5,17,31951,4,0,0.2187707568631347,0.0797615738339663,-0.1390091830291684,0.5220003218072709,0.3450845261309559,-0.1769157956763148,0.1796983155138695,0.2652745246259427,0.0855762091120731,0.2644969063806205,0.30823701805241,0.0437401116717894
A01,5,18,34017,4,0,0.3926134698291997,0.265153537424814,-0.1274599324043857,0.500606479315803,0.382216503391679,-0.118389975924124,0.2888946483540557,0.1359587158964195,-0.1529359324576362,0.2496493159873473,0.4138473491208977,0.1641980331335504
A01,5,19,36053,4,0,0.410273075631033,0.1621580620764944,-0.2481150135545385,0.5952191358611193,0.3644070967816032,-0.230812039079516,0.1921489999714881,0.2497528636862902,0.057603863714802,0.2253089389779707,0.154850896097485,-0.0704580428804856
A01,5,20,38119,3,0,0.1608723383726867,0.1314605890951757,-0.0294117492775109,0.4805853725773684,0.2858720650271354,-0.1947133075502329,0.2232949628300566,0.2380911324538432,0.0147961696237866,0.209006390228003,0.3641298840395591,0.155123493811556
